loc_name,Measurement Date,Reference Elevation,Water Level Depth,Water Level elevation
MW-14,10/6/2008,879.94,7.24,872.7
MW-14,2/9/2009,879.94,8.14,871.8
MW-14,6/15/2009,879.94,7.26,872.68
MW-14,12/14/2009,879.94,7.56,872.38
MW-14,6/14/2010,879.94,6.93,873.01
MW-14,12/6/2010,879.94,8.58,871.36
MW-14,6/13/2011,879.94,7.26,872.68
MW-14,9/19/2011,879.94,8.75,871.19
MW-14,12/6/2011,879.94,9.41,870.53
MW-14,6/10/2013,879.94,7.56,872.38
MW-14,6/7/2016,879.94,5.91,874.03
MW-14,12/12/2016,879.94,8.14,871.8
MW-14,6/6/2017,879.94,6.51,873.43
MW-14,12/12/2017,879.94,8.31,871.63
MW-14,12/3/2018,879.94,7.89,872.05
MW-14,12/10/2019,879.94,6.73,873.21
MW-14,12/7/2020,879.94,8.35,871.59
MW-14,12/7/2021,879.94,7.82,872.12
MW-14,12/6/2022,879.94,9.17,870.77
MW-14,12/5/2023,879.94,9.2,870.74
MW-14,12/2/2024,879.94,8.94,871
MW-15,6/27/2005,881.5,27.3,854.2
MW-15,11/7/2005,881.5,26.87,854.63
MW-15,12/5/2005,881.5,27.11,854.39
MW-15,5/2/2006,881.5,26.43,855.07
MW-15,6/11/2007,881.5,26.77,854.73
MW-15,10/9/2007,881.5,26.88,854.62
MW-15,2/4/2008,881.5,29.28,852.22
MW-15,6/10/2008,881.5,27.76,853.74
MW-15,10/6/2008,881.5,26.56,854.94
MW-15,2/9/2009,881.5,26.2,855.3
MW-15,6/15/2009,881.5,29.7,851.8
MW-15,12/14/2009,881.5,26.94,854.56
MW-15,6/14/2010,881.5,26.04,855.46
MW-15,12/6/2010,881.5,26.57,854.93
MW-15,6/13/2011,881.5,25.59,855.91
MW-15,9/19/2011,881.5,25.93,855.57
MW-15,12/5/2011,881.5,25.97,855.53
MW-15,6/10/2013,881.5,25.12,856.38
MW-15,6/7/2016,881.5,23.99,857.51
MW-15,12/12/2016,881.5,25.07,856.43
MW-15,6/5/2017,881.5,24.31,857.19
MW-15,12/11/2017,881.5,24.47,857.03
MW-15,12/3/2018,881.5,24.36,857.14
MW-15,12/9/2019,881.5,23.58,857.92
MW-15,12/7/2020,881.5,23.18,858.32
MW-15,12/7/2021,881.5,22.68,858.82
MW-15,12/5/2022,881.5,,
MW-15,12/5/2023,881.5,21.9,859.6
MW-15,12/2/2024,881.5,21.9,859.6
MW-16,6/27/2005,879.65,19.65,860
MW-16,11/7/2005,879.65,16.46,863.19
MW-16,12/5/2005,879.65,16.59,863.06
MW-16,5/2/2006,879.65,15.43,864.22
MW-16,6/11/2007,879.65,17.96,861.69
MW-16,10/9/2007,879.65,20.48,859.17
MW-16,2/4/2008,879.65,16.86,862.79
MW-16,6/10/2008,879.65,16.91,862.74
MW-16,10/6/2008,879.65,15.6,864.05
MW-16,2/9/2009,879.65,15.72,863.93
MW-16,6/15/2009,879.65,14.69,864.96
MW-16,12/14/2009,879.65,15.22,864.43
MW-16,6/14/2010,879.65,14.48,865.17
MW-16,12/6/2010,879.65,16.7,862.95
MW-16,6/13/2011,879.65,15.76,863.89
MW-16,9/19/2011,879.65,16.31,863.34
MW-16,12/5/2011,879.65,17.1,862.55
MW-16,6/10/2013,879.65,16.77,862.88
MW-16,6/7/2016,879.65,13.06,866.59
MW-16,12/12/2016,879.65,15.64,864.01
MW-16,6/5/2017,879.65,13.46,866.19
MW-16,12/11/2017,879.65,15.4,864.25
MW-16,12/3/2018,879.65,15.05,864.6
MW-16,12/9/2019,879.65,11.82,867.83
MW-16,12/7/2020,879.65,14.25,865.4
MW-16,12/7/2021,879.65,14.49,865.16
MW-16,12/5/2022,879.65,15.14,864.51
MW-16,12/5/2023,879.65,16.21,863.44
MW-16,12/2/2024,879.65,16.66,862.99
MW-17,6/27/2005,871.46,5.47,865.99
MW-17,11/7/2005,871.46,9.45,862.01
MW-17,12/5/2005,871.46,9.81,861.65
MW-17,5/2/2006,871.46,8.71,862.75
MW-17,2/1/2007,871.46,10.35,861.11
MW-17,6/11/2007,871.46,7.93,863.53
MW-17,10/9/2007,871.46,9.79,861.67
MW-17,2/4/2008,871.46,7.26,864.2
MW-17,6/10/2008,871.46,6.57,864.89
MW-17,10/6/2008,871.46,6.1,865.36
MW-17,2/9/2009,871.46,5.77,865.69
MW-17,6/15/2009,871.46,5.58,865.88
MW-17,12/14/2009,871.46,4.86,866.6
MW-17,6/14/2010,871.46,2.86,868.6
MW-17,12/6/2010,871.46,6.89,864.57
MW-17,6/13/2011,871.46,4.76,866.7
MW-17,9/19/2011,871.46,10.02,861.44
MW-17,12/5/2011,871.46,9.12,862.34
MW-17,6/10/2013,871.46,8.51,862.95
MW-17,6/7/2016,871.46,4,867.46
MW-17,12/12/2016,871.46,6.78,864.68
MW-17,6/6/2017,871.46,4.12,867.34
MW-17,12/11/2017,871.46,6.79,864.67
MW-17,12/3/2018,871.46,6.87,864.59
MW-17,12/9/2019,871.46,2.91,868.55
MW-17,12/7/2020,871.46,8.42,863.04
MW-17,12/7/2021,871.46,8.05,863.41
MW-17,12/5/2022,871.46,11.2,860.26
MW-17,12/5/2023,871.46,12.34,859.12
MW-17,12/2/2024,871.46,13.65,857.81
MW-18,6/27/2005,887.65,14.03,873.62
MW-18,12/5/2005,887.65,16.15,871.5
MW-18,3/6/2006,887.65,16.73,870.92
MW-18,9/6/2006,887.65,17.2,870.45
MW-18,6/11/2007,887.65,15.7,871.95
MW-18,10/8/2007,887.65,15.02,872.63
MW-18,2/4/2008,887.65,14.69,872.96
MW-18,6/10/2008,887.65,10.73,876.92
MW-18,10/6/2008,887.65,12.61,875.04
MW-18,2/9/2009,887.65,12.88,874.77
MW-18,6/15/2009,887.65,10.33,877.32
MW-18,12/14/2009,887.65,10.48,877.17
MW-18,6/14/2010,887.65,9.67,877.98
MW-18,12/6/2010,887.65,13.44,874.21
MW-18,6/13/2011,887.65,12.41,875.24
MW-18,9/19/2011,887.65,14.13,873.52
MW-18,12/5/2011,887.65,14.84,872.81
MW-18,6/11/2013,887.65,14.52,873.13
MW-18,6/7/2016,887.65,10.97,876.68
MW-18,12/13/2016,887.65,13.85,873.8
MW-18,6/6/2017,887.65,11.71,875.94
MW-18,12/12/2017,887.65,13.97,873.68
MW-18,12/3/2018,887.65,14.76,872.89
MW-18,12/13/2019,887.65,10.03,877.62
MW-18,12/7/2020,887.65,14.18,873.47
MW-18,12/7/2021,887.65,13.85,873.8
MW-18,12/6/2022,887.65,15.25,872.4
MW-18,12/5/2023,887.65,16.48,871.17
MW-18,12/2/2024,887.65,14.4,873.25
MW-19,6/27/2005,878.61,6.86,871.75
MW-19,12/5/2005,878.61,9.68,868.93
MW-19,3/6/2006,878.61,10,868.61
MW-19,9/6/2006,878.61,9.94,868.67
MW-19,6/11/2007,878.61,6.24,872.37
MW-19,10/8/2007,878.61,8,870.61
MW-19,2/4/2008,878.61,6.89,871.72
MW-19,6/10/2008,878.61,5.14,873.47
MW-19,10/6/2008,878.61,6.3,872.31
MW-19,2/9/2009,878.61,6.65,871.96
MW-19,6/15/2009,878.61,6.1,872.51
MW-19,12/14/2009,878.61,5.75,872.86
MW-19,6/14/2010,878.61,5.06,873.55
MW-19,12/6/2010,878.61,8.07,870.54
MW-19,6/13/2011,878.61,6.28,872.33
MW-19,9/19/2011,878.61,8.89,869.72
MW-19,12/5/2011,878.61,9.71,868.9
MW-19,6/11/2013,878.61,5.94,872.67
MW-19,6/7/2016,878.61,5.58,873.03
MW-19,12/13/2016,878.61,7.48,871.13
MW-19,6/6/2017,878.61,5.26,873.35
MW-19,12/12/2017,878.61,8.11,870.5
MW-19,12/3/2018,878.61,5.73,872.88
MW-19,12/13/2019,878.61,4.52,874.09
MW-19,12/7/2020,878.61,7.39,871.22
MW-19,12/7/2021,878.61,7.57,871.04
MW-19,12/6/2022,878.61,10.03,868.58
MW-19,12/5/2023,878.61,10.51,868.1
MW-19,12/3/2024,878.61,7.87,870.74
MW-20,6/27/2005,878.4,8.14,870.26
MW-20,12/5/2005,878.4,10.24,868.16
MW-20,3/6/2006,878.4,11.4,867
MW-20,9/6/2006,878.4,10.57,867.83
MW-20,6/11/2007,878.4,7.64,870.76
MW-20,10/8/2007,878.4,8.26,870.14
MW-20,2/4/2008,878.4,7.73,870.67
MW-20,6/10/2008,878.4,6.68,871.72
MW-20,10/6/2008,878.4,7.14,871.26
MW-20,2/9/2009,878.4,7.79,870.61
MW-20,6/15/2009,878.4,7.08,871.32
MW-20,12/14/2009,878.4,7.23,871.17
MW-20,6/14/2010,878.4,6.7,871.7
MW-20,12/6/2010,878.4,8.6,869.8
MW-20,6/13/2011,878.4,7.12,871.28
MW-20,9/19/2011,878.4,9.15,869.25
MW-20,12/6/2011,878.4,9.25,869.15
MW-20,6/10/2013,878.4,6.98,871.42
MW-20,6/7/2016,878.4,5.55,872.85
MW-20,12/12/2016,878.4,7.88,870.52
MW-20,6/6/2017,878.4,6.34,872.06
MW-20,12/12/2017,878.4,8.55,869.85
MW-20,12/3/2018,878.4,7.77,870.63
MW-20,12/10/2019,878.4,6.69,871.71
MW-20,12/7/2020,878.4,8.55,869.85
MW-20,12/7/2021,878.4,8.18,870.22
MW-20,12/6/2022,878.4,10.02,868.38
MW-20,12/5/2023,878.4,10.66,867.74
MW-20,12/2/2024,878.4,9.29,869.11
MW-21,11/7/2005,875.71,11.09,864.62
MW-21,12/5/2005,875.71,11.52,864.19
MW-21,5/2/2006,875.71,9.42,866.29
MW-21,6/11/2007,875.71,6.78,868.93
MW-21,10/9/2007,875.71,9.1,866.61
MW-21,2/4/2008,875.71,6.81,868.9
MW-21,6/10/2008,875.71,5.48,870.23
MW-21,10/6/2008,875.71,7.25,868.46
MW-21,2/9/2009,875.71,7.033,868.677
MW-21,6/15/2009,875.71,6.25,869.46
MW-21,12/14/2009,875.71,6.44,869.27
MW-21,6/14/2010,875.71,5.5,870.21
MW-21,12/6/2010,875.71,8.71,867
MW-21,6/13/2011,875.71,6.74,868.97
MW-21,9/19/2011,875.71,10.34,865.37
MW-21,12/6/2011,875.71,9.86,865.85
MW-21,6/12/2013,875.71,6.78,868.93
MW-21,6/7/2016,875.71,5.12,870.59
MW-21,12/13/2016,875.71,7.68,868.03
MW-21,6/6/2017,875.71,5.59,870.12
MW-21,12/12/2017,875.71,8.88,866.83
MW-21,12/3/2018,875.71,8.11,867.6
MW-21,12/13/2019,875.71,5.73,869.98
MW-21,12/7/2020,875.71,9.39,866.32
MW-21,12/7/2021,875.71,8.96,866.75
MW-21,12/6/2022,875.71,11.76,863.95
MW-21,12/5/2023,875.71,12.73,862.98
MW-21,12/3/2024,875.71,11.08,864.63
MW-22,3/27/2006,873.89,14.24,859.65
MW-22,5/2/2006,873.89,9.3,864.59
MW-22,6/11/2007,873.89,8.99,864.9
MW-22,10/9/2007,873.89,10.52,863.37
MW-22,2/4/2008,873.89,8.45,865.44
MW-22,6/10/2008,873.89,6.91,866.98
MW-22,10/6/2008,873.89,8.08,865.81
MW-22,2/9/2009,873.89,7.04,866.85
MW-22,6/15/2009,873.89,6.71,867.18
MW-22,12/14/2009,873.89,6.95,866.94
MW-22,6/14/2010,873.89,5.68,868.21
MW-22,12/6/2010,873.89,9.4,864.49
MW-22,6/13/2011,873.89,7.31,866.58
MW-22,9/19/2011,873.89,11.66,862.23
MW-22,12/5/2011,873.89,10.8,863.09
MW-22,6/10/2013,873.89,8.63,865.26
MW-22,6/7/2016,873.89,5.19,868.7
MW-22,12/12/2016,873.89,9.17,864.72
MW-22,6/6/2017,873.89,6.69,867.2
MW-22,12/11/2017,873.89,9.36,864.53
MW-22,12/3/2018,873.89,9.44,864.45
MW-22,12/9/2019,873.89,5.81,868.08
MW-22,12/7/2020,873.89,10.55,863.34
MW-22,12/7/2021,873.89,10.59,863.3
MW-22,12/5/2022,873.89,13.59,860.3
MW-22,12/5/2023,873.89,14.91,858.98
MW-22,12/2/2024,873.89,15.8,858.09
MW-23,3/27/2006,874.5,,
MW-23,5/2/2006,874.5,,
MW-23,2/1/2007,874.5,,
MW-23,6/11/2007,874.5,,
MW-23,10/9/2007,874.5,,
MW-23,2/4/2008,874.5,,
MW-23,6/10/2008,874.5,,
MW-23,10/6/2008,874.5,,
MW-23,2/9/2009,874.5,,
MW-23,6/15/2009,874.5,,
MW-23,12/14/2009,874.5,,
MW-23,6/14/2010,874.5,,
MW-23,12/6/2010,874.5,,
MW-23,6/13/2011,874.5,,
MW-23,9/19/2011,874.5,,
MW-23,12/5/2011,874.5,21.95,852.55
MW-23,6/7/2016,874.5,8.57,865.93
MW-23,12/12/2016,874.5,17,857.5
MW-23,6/5/2017,874.5,4.56,869.94
MW-23,12/11/2017,874.5,18.67,855.83
MW-23,12/3/2018,874.5,5.63,868.87
MW-23,12/9/2019,874.5,10.57,863.93
MW-23,12/7/2020,874.5,13.79,860.71
MW-23,12/6/2021,874.5,21.19,853.31
MW-23,12/5/2022,874.5,,
MW-23,12/5/2023,874.5,,
MW-23,12/2/2024,874.5,,
MW-24,3/27/2006,873.97,,
MW-24,5/2/2006,873.97,,
MW-24,2/1/2007,873.97,,
MW-24,6/11/2007,873.97,,
MW-24,10/9/2007,873.97,,
MW-24,2/4/2008,873.97,,
MW-24,6/10/2008,873.97,,
MW-24,10/6/2008,873.97,,
MW-24,2/9/2009,873.97,,
MW-24,6/15/2009,873.97,,
MW-24,12/14/2009,873.97,,
MW-24,6/14/2010,873.97,,
MW-24,12/6/2010,873.97,,
MW-24,6/13/2011,873.97,20.96,853.01
MW-24,9/19/2011,873.97,20.94,853.03
MW-24,12/5/2011,873.97,20.96,853.01
MW-24,6/12/2013,873.97,21.12,852.85
MW-24,6/7/2016,873.97,,
MW-24,12/12/2016,873.97,,
MW-24,6/5/2017,873.97,,
MW-24,12/11/2017,873.97,21.28,852.69
MW-24,12/3/2018,873.97,,
MW-24,12/9/2019,873.97,,
MW-24,12/7/2020,873.97,,
MW-24,12/6/2021,873.97,21.33,852.64
MW-24,12/5/2022,873.97,,
MW-24,12/5/2023,873.97,,
MW-24,12/2/2024,873.97,,
MW-25,10/11/2006,867.67,,
MW-25,2/1/2007,867.67,16.69,850.98
MW-25,6/11/2007,867.67,17.67,850
MW-25,10/9/2007,867.67,17.33,850.34
MW-25,2/4/2008,867.67,16.81,850.86
MW-25,6/10/2008,867.67,17.81,849.86
MW-25,10/6/2008,867.67,8.11,859.56
MW-25,2/9/2009,867.67,16.62,851.05
MW-25,6/15/2009,867.67,17.05,850.62
MW-25,12/14/2009,867.67,16.08,851.59
MW-25,6/14/2010,867.67,16.41,851.26
MW-25,12/6/2010,867.67,15.44,852.23
MW-25,6/13/2011,867.67,16.14,851.53
MW-25,9/19/2011,867.67,15.75,851.92
MW-25,12/5/2011,867.67,14.43,853.24
MW-25,6/10/2013,867.67,15.49,852.18
MW-25,6/7/2016,867.67,15.59,852.08
MW-25,12/12/2016,867.67,15.29,852.38
MW-25,6/5/2017,867.67,16.4,851.27
MW-25,12/12/2017,867.67,12.81,854.86
MW-25,12/3/2018,867.67,16.32,851.35
MW-25,12/9/2019,867.67,16.06,851.61
MW-25,12/7/2020,867.67,13.09,854.58
MW-25,12/6/2021,867.67,9.24,858.43
MW-25,12/5/2022,867.67,15.23,852.44
MW-25,12/5/2023,867.67,16.48,851.19
MW-25,12/2/2024,867.67,16.1,851.57
MW-26,6/7/2016,872.75,5.02,867.73
MW-26,12/12/2016,872.75,7.67,865.08
MW-26,6/6/2017,872.75,5.86,866.89
MW-26,12/12/2017,872.75,8.45,864.3
MW-26,12/3/2018,872.75,8.08,864.67
MW-26,12/12/2019,872.75,5.33,867.42
MW-26,12/7/2020,872.75,9.67,863.08
MW-26,12/7/2021,872.75,14.59,858.16
MW-26,12/6/2022,872.75,12.18,860.57
MW-26,12/5/2023,872.75,13.06,859.69
MW-26,12/2/2024,872.75,12.94,859.81
MW-27,6/7/2016,871.31,16.22,855.09
MW-27,12/13/2016,871.31,16.06,855.25
MW-27,6/5/2017,871.31,16.7,854.61
MW-27,12/11/2017,871.31,15.7,855.61
MW-27,12/3/2018,871.31,16.15,855.16
MW-27,12/9/2019,871.31,14.99,856.32
MW-27,12/7/2020,871.31,14.54,856.77
MW-27,12/7/2021,871.31,14.59,856.72
MW-27,12/5/2022,871.31,14.39,856.92
MW-27,12/5/2023,871.31,15.89,855.42
MW-27,12/2/2024,871.31,16.66,854.65
MW-28,6/7/2016,870.26,5.76,864.5
MW-28,12/12/2016,870.26,7.62,862.64
MW-28,6/6/2017,870.26,6.67,863.59
MW-28,12/12/2017,870.26,7.68,862.58
MW-28,12/3/2018,870.26,7.38,862.88
MW-28,12/10/2019,870.26,6.67,863.59
MW-28,12/7/2020,870.26,7.64,862.62
MW-28,12/7/2021,870.26,7.4,862.86
MW-28,12/6/2022,870.26,9.34,860.92
MW-28,12/5/2023,870.26,9.3,860.96
MW-28,12/3/2024,870.26,9.12,861.14
MW-29,6/7/2016,871.97,10.97,861
MW-29,12/12/2016,871.97,12.7,859.27
MW-29,6/5/2017,871.97,11.43,860.54
MW-29,12/11/2017,871.97,11.72,860.25
MW-29,12/3/2018,871.97,12.43,859.54
MW-29,12/9/2019,871.97,10.04,861.93
MW-29,12/7/2020,871.97,12.64,859.33
MW-29,12/6/2021,871.97,12.53,859.44
MW-29,12/5/2022,871.97,15.57,856.4
MW-29,12/5/2023,871.97,15.92,856.05
MW-29,12/2/2024,871.97,16.8,855.17
MW-30,6/7/2016,864.02,10.02,854
MW-30,12/12/2016,864.02,14.9,849.12
MW-30,6/5/2017,864.02,15.29,848.73
MW-30,12/11/2017,864.02,14.46,849.56
MW-30,12/3/2018,864.02,14.44,849.58
MW-30,12/9/2019,864.02,13.92,850.1
MW-30,12/7/2020,864.02,13.45,850.57
MW-30,12/6/2021,864.02,13.37,850.65
MW-30,12/5/2022,864.02,13.53,850.49
MW-30,12/5/2023,864.02,14.8,849.22
MW-30,12/2/2024,864.02,15.65,848.37
SW-1,1/15/2003,870.01,4.7,865.31
SW-1,1/15/2003,870.01,4.7,865.31
SW-1,4/11/2003,870.01,3.9,866.11
SW-1,4/11/2003,870.01,3.9,866.11
SW-1,7/16/2003,870.01,4.7,865.31
SW-1,7/16/2003,870.01,4.7,865.31
SW-1,10/1/2003,870.01,5.5,864.51
SW-1,10/1/2003,870.01,5.5,864.51
SW-1,11/1/2003,870.01,4.5,865.51
SW-1,11/1/2003,870.01,4.5,865.51
SW-1,12/1/2003,870.01,3.6,866.41
SW-1,12/1/2003,870.01,3.6,866.41
SW-1,1/4/2004,870.01,3.2,866.81
SW-1,1/4/2004,870.01,3.2,866.81
SW-1,3/9/2004,870.01,2.6,867.41
SW-1,3/9/2004,870.01,2.6,867.41
SW-1,6/17/2004,870.01,3.9,861.22
SW-1,6/17/2004,870.01,3.9,861.22
SW-1,7/20/2004,870.01,4.5,865.51
SW-1,7/20/2004,870.01,4.5,865.51
SW-1,9/10/2004,870.01,4.75,865.26
SW-1,9/10/2004,870.01,4.75,865.26
SW-1,12/8/2004,870.01,2.1,867.91
SW-1,12/8/2004,870.01,2.1,867.91
SW-1,1/11/2005,870.01,0.9,869.11
SW-1,1/11/2005,870.01,0.9,869.11
SW-1R,6/27/2005,875.47,4.6,870.87
SW-1R,12/5/2005,875.47,5.4,870.07
SW-1R,3/6/2006,875.47,5.7,869.77
SW-1R,9/6/2006,875.47,5.7,869.77
SW-1R,6/13/2007,875.47,4.05,871.42
SW-1R,6/21/2007,875.47,4.2,871.27
SW-1R,10/8/2007,875.47,4.2,871.27
SW-1R,2/4/2008,875.47,4.1,871.37
SW-1R,6/10/2008,875.47,4,871.47
SW-1R,10/7/2008,875.47,4.3,871.17
SW-1R,2/9/2009,875.47,4.05,871.42
SW-1R,6/16/2009,875.47,3.98,871.49
SW-1R,12/14/2009,875.47,4.1,871.37
SW-1R,6/14/2010,875.47,3.6,871.87
SW-1R,9/19/2011,875.47,5,870.47
SW-1R,12/5/2011,875.47,4.8,870.67
SW-1R,6/12/2013,875.47,4.2,871.27
SW-1R,6/7/2016,874.71,3.3,871.4
SW-1R,12/13/2016,874.71,3.8,870.91
SW-1R,6/6/2017,874.71,3.2,871.51
SW-1R,12/12/2017,874.71,3.8,870.91
SW-1R,12/3/2018,874.71,3.6,871.11
SW-1R,12/10/2019,874.71,3.3,871.41
SW-1R,12/8/2020,874.71,3.6,871.11
SW-1R,12/7/2021,874.71,3.5,871.21
SW-1R,12/6/2022,874.71,,
SW-1R,12/5/2023,874.71,4.2,870.51
SW-1R,12/4/2024,874.71,3.7,871.01
SW-2,1/15/2003,869.23,4.7,864.53
SW-2,4/11/2003,869.23,4.55,864.68
SW-2,10/1/2003,869.23,6,863.23
SW-2,11/1/2003,869.23,4.5,864.73
SW-2,12/1/2003,869.23,4.2,865.03
SW-2,1/4/2004,869.23,3.6,865.63
SW-2,3/9/2004,869.23,4.5,864.73
SW-2,6/17/2004,869.23,4.1,859.97
SW-2,7/20/2004,869.23,4.8,864.43
SW-2,9/10/2004,869.23,5.25,863.98
SW-2,12/8/2004,869.23,4.05,865.18
SW-2,1/11/2005,869.23,4.5,864.73
SW-2,6/27/2005,869.23,4.65,864.58
SW-2,12/5/2005,869.23,5.2,864.03
SW-2,3/6/2006,869.23,5.6,863.63
SW-2,9/6/2006,869.23,6,863.23
SW-2,6/12/2007,869.23,1.9,867.33
SW-2,10/8/2007,869.23,3.7,865.53
SW-2,2/4/2008,869.23,3.7,865.53
SW-2,6/10/2008,869.23,3.5,865.73
SW-2,10/7/2008,869.23,4.3,864.93
SW-2,2/9/2009,869.23,4.5,864.73
SW-2,6/16/2009,869.23,3.4,865.83
SW-2,12/14/2009,869.23,3.9,865.33
SW-2,6/14/2010,869.23,3.4,865.83
SW-2,9/19/2011,869.23,4.8,864.43
SW-2,12/5/2011,869.23,4.3,864.93
SW-2,6/12/2013,869.23,3.9,865.33
SW-2,6/7/2016,868.87,3.2,865.7
SW-2,12/13/2016,868.87,3.7,865.17
SW-2,6/6/2017,868.87,3.5,865.37
SW-2,12/12/2017,868.87,3.7,865.17
SW-2,12/3/2018,868.87,3.1,865.77
SW-2,12/10/2019,868.87,2.7,866.17
SW-2,12/8/2020,868.87,3.4,865.47
SW-2,12/7/2021,868.87,2.4,866.47
SW-2,12/6/2022,868.87,4.25,864.62
SW-2,12/5/2023,868.87,3.5,865.37
SW-2,12/4/2024,868.87,2.4,866.47
SW-4,1/11/2005,888.63,3.85,884.78
SW-4,6/27/2005,888.63,4.3,884.33
SW-4,12/5/2005,888.63,5.4,883.23
SW-4,3/6/2006,888.63,5.8,882.83
SW-4,9/6/2006,888.63,6.4,882.23
SW-4R,10/19/2007,889.43,5,884.43
SW-4R,2/4/2008,889.43,5,884.43
SW-4R,6/10/2008,889.43,4.4,885.03
SW-4R,10/7/2008,889.43,4.7,884.73
SW-4R,2/9/2009,889.43,4.6,884.83
SW-4R,6/16/2009,889.43,4.6,884.83
SW-4R,12/14/2009,889.43,4.4,885.03
SW-4R,6/14/2010,889.43,4.2,885.23
SW-4R,9/19/2011,889.43,5.8,883.63
SW-4R,12/5/2011,889.43,6,883.43
SW-4R,6/12/2013,889.43,3.5,885.93
SW-4R,6/7/2016,888.36,2.95,885.41
SW-4R,12/13/2016,888.36,3.2,885.16
SW-4R,6/6/2017,888.36,2.8,885.56
SW-4R,12/12/2017,888.36,3.3,885.06
SW-4R,12/3/2018,888.36,3.2,885.16
SW-4R2,12/10/2019,887.19,3.6,883.59
SW-4R2,12/8/2020,887.19,,
SW-4R2,12/7/2021,887.19,3.3,883.89
SW-4R2,12/6/2022,887.19,3.1,884.09
SW-4R2,12/5/2023,887.19,4.2,882.99
SW-4R2,12/4/2024,887.19,4,883.19
SW-5,1/11/2005,870.84,4.9,865.94
SW-5,6/27/2005,870.84,4.9,865.94
SW-5,12/5/2005,870.84,5.6,865.24
SW-5,3/6/2006,870.84,6,864.84
SW-5,9/6/2006,870.84,6.5,864.34
SW-5,6/13/2007,870.84,4.5,866.34
SW-5,10/10/2007,870.84,5,865.84
SW-5,2/8/2008,870.84,4.6,866.24
SW-5,6/11/2008,870.84,3.3,867.54
SW-5,6/12/2008,870.84,3,867.84
SW-5,10/7/2008,870.84,4.5,866.34
SW-5,2/9/2009,870.84,4.2,866.64
SW-5,6/16/2009,870.84,3.5,867.34
SW-5,12/14/2009,870.84,4.2,866.64
SW-5,6/14/2010,870.84,3.1,867.74
SW-5,6/11/2013,870.84,3.5,867.34
SW-5,6/7/2016,870.07,2.5,867.6
SW-5,12/13/2016,870.07,2.8,867.27
SW-5,6/6/2017,870.07,2.3,867.77
SW-5,12/12/2017,870.07,3,867.07
SW-5,12/3/2018,870.07,2.7,867.37
SW-5,12/10/2019,870.07,2.4,867.67
SW-5,12/8/2020,870.07,2.7,867.37
SW-5,12/7/2021,870.07,2.7,867.37
SW-5,12/6/2022,870.07,4.1,865.97
SW-5,12/5/2023,870.07,4.8,865.27
SW-5,12/4/2024,870.07,3.5,866.57
TMW-7,9/19/2011,869.8,10.14,859.66
TMW-7,12/5/2011,872.75,9.5,863.25
TMW-7,6/10/2013,872.75,6.99,865.76
TMW-8,9/19/2011,868,16.62,851.38
TMW-8,12/5/2011,871.31,16.22,855.09
TMW-8,6/10/2013,871.31,17.57,853.74
TMW-9,9/19/2011,868,9.55,858.45
TMW-9,12/5/2011,870.26,7.98,862.28
TMW-9,6/10/2013,870.26,7.78,862.48
TMW-10,9/19/2011,867.5,,
TMW-10,12/5/2011,871.97,13.86,858.11
TMW-10,6/10/2013,871.97,13.43,858.54
TMW-11,9/19/2011,861.5,14.34,847.16
TMW-11,12/5/2011,864.02,13.9,850.12
TMW-11,6/10/2013,864.02,15.48,848.54
VEW-1,12/6/2010,871.16,43.48,827.68
VEW-1,12/6/2010,871.16,43.48,827.68
VEW-1,6/13/2011,871.16,29.21,841.95
VEW-1,6/13/2011,871.16,29.21,841.95
VEW-1,9/19/2011,871.16,26.76,844.4
VEW-1,9/19/2011,871.16,26.76,844.4
VEW-1,12/5/2011,871.16,21.29,849.87
VEW-1,12/5/2011,871.16,21.29,849.87
